Kategori,Başlık,İçerik
Bilim Teknoloji,Trump'ın sosyal medya uygulaması 'Truth Social' kullanıma sunuldu,"Eski ABD Başkanı Donald Trump, Twitter'ın hesabını askıya almasının 1 yıl ardından ""Truth Social"" ismini verdiği sosyal medya uygulamasını kullanıma sundu."
Bilim Teknoloji,"Türksat, e-Devlet deneyimini uluslararası alana taşıdı","Türksat, e-Devlet altyapısı kurma deneyimini Kuzey Kıbrıs Türk Cumhuriyeti'nde ""e-KKTC Programı""nı hizmete alarak uluslararası alana taşıdı."
ÖZEL HABER,Uzaya gidecek Türk kim olacak?,"Milli Uzay Programı kapsamında 2023'te ilk kez bir Türk uzaya gidecek. Daha başvurular başlamadan telefon, e-posta yağdı. Peki tarihe geçecek o şanslı kişi kim olacak?
Türkiye Uzay Ajansı Başkanı Serdar Hüseyin Yıldırım detayları TRT Haber'e anlattı."
Bilim Teknoloji,Selçuk Bayraktar: Türkiye savunma sanayii alanında dışa bağımlılıktan kurtuldu,"Türkiye’nin ürettiği insansız hava araçlarının dünyanın en iyisi olduğunu belirten Baykar Teknoloji Lideri Selçuk Bayraktar, insansız savaş uçakları üzerinde çalışmaların devam ettiğini söyledi."
Bilim Teknoloji,Yaşlandıkça zihin yavaşlıyor mu?,"Yaş ilerledikçe zihnin faaliyet hızının azalıp azalmadığı araştırıldı. Beynin, 60 yaşına kadar aynı hızda faaliyet gösterdiği anlaşıldı. Araştırmada, 30 yaş üstü kişilerin sorulara kendilerinden küçüklere göre daha geç yanıt vermesi de dikkat çekti."
ÖZEL HABER,Aziz Sancar öğrencilik yıllarını ve bilimsel çalışmalarını TRT Haber'e anlattı,"Nobel ödüllü Türk bilim insanı Prof. Dr. Aziz Sancar hem yaptığı bilimsel çalışmaları hem de özel yaşantısı ile ilgili merak edilenleri TRT Haber'e anlattı. Sancar, ""Yeni çalışma özellikle beyin kanseri tedavisine katkı sağlayacak"" dedi."
Bilim Teknoloji,Meta’nın sanal evreni Horizon Worlds'ün kullanıcı sayısı açıklandı,Meta'nın Horizon Worlds isimli metaverse evreninde kullanıcı sayısı 3 ayda 10 kat arttı.
Bilim Teknoloji,Türkiye'nin gökyüzüne açılan en büyük penceresi: TÜBİTAK Ulusal Gözlemevi,Uzayın derinliklerindeki sırların aydınlatılması için insan yapısı nesnelerle gök cisimlerinin gözlenmesi büyük önem taşıyor. Türkiye'nin astronomik gözlemler konusunda konumu da oldukça güçlü. İşte TÜBİTAK Ulusal Gözlemevi'ndeki çalışmalar...
Bilim Teknoloji,TEKNOFEST dikey inişli roket yarışması için son başvuru 28 Şubat,TEKNOFEST kapsamında ve dünyada ilk kez düzenlenen “Dikey İnişli Roket Yarışması” için başvurular devam ediyor. Yarışmaya başvurular 28 Şubat tarihine kadar sürecek.
Bilim Teknoloji,ABD'den Tesla'nın 416 bin aracıyla ilgili soruşturma,"ABD Ulusal Karayolu Trafik Güvenliği İdaresi, Tesla markalı 416 bin araç için, fren sistemlerindeki ""beklenmedik aktivasyon"" nedeniyle soruşturma başlattı."
Bilim Teknoloji,"Türkiye, Ay'a gitmeye hazırlanıyor",Türkiye'nin uzay yolculuğu için çalışmalar hızla devam ediyor. Yerli ve milli insansız uzay aracının tasarım çalışmalarında sona gelindi. 2 ton ağırlığında olacak aracın imalatına da önümüzdeki aylarda başlanacak.
ÖZEL HABER,Dünyanın gözünden Metaverse,"Son zamanlarda adını sıklıkla duymaya başladık. Henüz yeni ve biraz da kafa karıştıran bir teknoloji olan Metaverse ile ilgili yapılan araştırmalardan da ilginç sonuçlar çıkıyor. Peki, dünya metaverse kavramına nasıl bakıyor?"
Bilim Teknoloji,Kazaları önlemek için aydınlatmalı kedi gözü ürettiler,"Karanlık yollarda meydana gelen trafik kazaları kimi zaman ölümle sonuçlanabiliyor. Ankaralı bir teknoloji firması, gece insan ve hayvan hareketliliği görünür kılarak trafik kazalarının önüne geçecek yollara takılan aydınlatmalı kedi gözü üretti."
Bilim Teknoloji,Nobel ödüllü Aziz Sancar kanser araştırmasını Türkiye’ye taşıyor,"ABD'de yaşayan Türk bilim insanı Prof. Dr. Aziz Sancar, kanserle ilgili çok yeni bir şey keşfettiklerini söyleyerek, ""Bu çalışma DNA onarımı ile ilgilidir ve yeni bir metottur, onu ben Türkiye'ye bir yıl içinde aktarabileceğim"" dedi."
Bilim Teknoloji,"Google, Android uygulamalarında gizliliği artırıyor","Google'ın Chrome tarayıcısında veri izlemeyi sınırlama planı, Android tabanlı akıllı telefonlarındaki uygulamaları kapsayacak şekilde genişletildi."
Bilim Teknoloji,Milimetrik mesafedeki zaman sapması tespit edildi,"ABD'li bilim adamları, şimdiye kadarki en küçük ölçekli, ""milimetrik uzaklıktaki"" zaman sapmasını tespit eden bir buluşu gerçekleştirdi."
Bilim Teknoloji,Süper kütleli kara delik keşfedildi,"Bilim insanları, Messier 77 galaksisinin merkezindeki kozmik toz bulutunun süper kütleli kara delik sakladığını keşfetti. Keşif, evrenin en muammalı cisimlerinde 'Aktif Galaksi Çekirdekleri'ne ışık tutabilir."
Bilim Teknoloji,Elon Musk'ın şirketi deneylerde 8 maymunu öldürdüğünü itiraf etti,"Elon Musk'ın sahibi olduğu biyoteknoloji firması Neuralink, beyin çipi teknolojisinin denenmesi sırasında sekiz maymunu öldürdüğünü itiraf etti."
Bilim Teknoloji,Facebook gizlilik ihlali davasında 90 milyon dolar ödemeyi kabul etti,"Facebook'un sahibi Meta, üyelerinin sosyal medya platformundan çıkış yaptıktan sonra dahi aktivitelerini takip etmekle suçlandığı davada 90 milyon dolar ödeme yapmayı kabul etti."
Bilim Teknoloji,Instagram'dan hikayeler için yeni özellik,"Instagram, kullanıcıların hikayeler içeriğiyle etkileşim kurmaları için yeni ve basit bir yol ekledi. İşte o özellik..."
Bilim Teknoloji,Sosyal medya düzenlemesinde sona gelindi,"Sosyal medya düzenlemesinin 3 ana başlığı olacak. Yalan haberleri bilerek yayanlara yaptırım uygulanacak, internet medyası için yasal altyapı oluşturulacak. Sosyal medya şirketlerinin temsilcileri ""tüzel"" değil, ""gerçek"" kişilerden oluşacak."
Bilim Teknoloji,Milli Muharip Uçak Asya pazarında ilk kez sergilenecek,"Asya'nın önemli havacılık organizasyonlarından Singapur Airshow'a katılmaya hazırlanan TUSAŞ, Milli Muharip Uçak'ın birebir modelini ilk kez Asya pazarında sergileyecek."
Bilim Teknoloji,Facebook'a yüz tanıma sistemi nedeniyle dava açıldı,"ABD'de Facebook'un sahibi Meta'ya, fotoğraf ve videolardaki biyometrik verileri kullanıcıların açık izni olmaksızın topladığı gerekçesiyle dava açıldı."
Bilim Teknoloji,Texas'ta Facebook'a yüz tanımlama uygulaması nedeniyle dava açıldı,ABD'de Texas Başsavcılığınca Facebook'a yüz tanımlama uygulamasının mahremiyet ve kişisel biyometrik verilerin gizliliğini ihlal ettiği gerekçesiyle dava açıldı.
Bilim Teknoloji,Türk astronomlar iki gezegen keşfetti,"Ankara Üniversitesi Astronomi ve Uzay Bilimleri Bölümü araştırmacıları, Dünya'dan 1336 ışık yılı uzaklıktaki Kepler-451 çift yıldız sisteminde iki gezegen keşfetti. İki gezegen, Türkiye kaynaklı ikinci keşif olarak bilim tarihine geçti."
Bilim Teknoloji,İngiltere'de dolandırıcılık davasında NFT'lere el konuldu,"İngiltere'de Gümrük ve Gelir İdaresi, 250 sahte şirketin dahil olduğu KDV dolandırıcılığı davası kapsamında 3 NFT'ye el koydu."
Bilim Teknoloji,Dünyadaki 5G baz istasyonlarının yüzde 60'ından fazlası Çin'de,"Çin, 1,43 milyon 5G baz istasyonuyla dünyadaki toplam altyapının yaklaşık yüzde 60'ına sahip."
Bilim Teknoloji,James Webb Uzay Teleskobu'ndan ilk görüntü geldi,"ABD Havacılık ve Uzay Ajansı (NASA), 20 yıl süren çalışmalar sonunda toplamda 10 milyar dolara geliştirilen ve evrenin sırlarını çözeceği iddia edilen James Webb Uzay Teleskobu'ndan gelen ilk görüntüleri yayınladı."
Bilim Teknoloji,Tesla'dan SpaceX teknolojisi içeren uçan araba geliyor,"Tesla Baş Tasarımcısı Franz von Holzhausen, Perşembe günü Spike Car Radio podcast'inde elektrikli otomobil üreticisinin Roadster hiper otomobilinin SpaceX teknolojisini içereceğini söyledi."
Bilim Teknoloji,SGK'ya e-Devlet'ten 305 milyon başvuru,"Sosyal Güvenlik Kurumu'na, 2021 yılında e-Devlet üzerinden 305 milyon 718 bin başvuru yapıldı. En fazla başvurulan uygulamalar, ""SGK hizmet dökümü"" ve ""Ne zaman emekli olabilirim"" oldu."
Bilim Teknoloji,Numara taşıma talebi kısa mesajla bildirilecek,"Mobil numara taşıma işlemlerinde, taşıma talebinin alındığı bilgisi alıcı işletmeci tarafından kısa mesajla taşınması talep edilen numaraya iletilecek."
Bilim Teknoloji,Dünyanın yeni gözdesi: Dijital ikiz teknolojisi,"Dijital dünyanın yeni gözdesi, dijital ikiz teknolojisi..
Hedef, bu teknoloji ile insanları dijital olarak klonlamak.
Peki nedir bu dijital ikiz teknolojisi, günümüzde nasıl kullanılıyor, bu teknolojinin uzun vadede faydaları ne olacak? İşte detaylar"
Bilim Teknoloji,"Antarktika'da 3 bin metre derinlikte ""geçmişi"" arıyor","Antarktika'ya 8 kez giden Türk bilim insanı Dr. Burcu Özsoy, beyaz kıtadaki çalışmalarıyla dünyanın tarihine ve geleceğine ışık tutuyor."
Bilim Teknoloji,Türkiye Siber Güvenlik Kümelenmesi ödülleri sahiplerini buldu,"Türkiye Siber Güvenlik Kümelenmesi, siber güvenlik alanındaki faaliyet ve katkıları dolayısıyla çeşitli alanlarda üye firmalarına ödül verdi."
Bilim Teknoloji,Elon Musk: Yıldız gemisi roketi yörüngeye girmeye yakın,"Elon Musk, yeni roket sistemini birkaç ay içinde kullanım izni alacağından umutlu. Super Heavy isimli roket ve Starship uzay aracı olmak üzere iki parçadan oluşan bu uzay aracı, 120 metrelik boyuyla bugüne kadar fırlatılan en uzun roket olacak."
Bilim Teknoloji,Salda Gölü Mars'taki yaşam izine ışık tutacak,"Mars'taki yaşam izine ışık tutacak Salda Gölü'ne ilişkin proje tamamlandı. Projeden elde edilen sonuçların, NASA tarafından kızıl gezegenden getirilecek verilerle karşılaştırılması planlanıyor."
Bilim Teknoloji,Google Analytics veri güvenliği tartışmalarının odağında,"Google Analytics kişisel verileri izinsiz olarak ABD’ye aktarıyor. Avusturya Veri Koruma Kurumu'nun, Google Analytics servisine ilişkin kararında, sistemin Avrupa Birliği mevzuatını ihlal ettiği de vurgulandı."
Bilim Teknoloji,Kahramanmaraş'ta yeni örümcek türü keşfedildi: Turkocranum,Dünyada sadece Kahramanmaraş'ın Göksun ilçesinde yaşayan yeni örümcek cinsi keşfedildi.
Bilim Teknoloji,NASA Uzay Sergisi 13 Mart’a kadar uzatıldı,"8 Aralık’tan bu yana 100 binin üzerinde ziyaretçinin gezdiği NASA Uzay Sergisi, 13 Mart’a kadar uzatıldı."
Bilim Teknoloji,"Türk ekibi, 6. Ulusal Bilim Seferi için Antarktika'da","Ulusal Antarktika Bilim Seferi kapsamında yola çıkan Türk ekibi, karantina sürecinin ardından beyaz kıtaya ayak bastı."
Bilim Teknoloji,İnternette takip edilmeyi durdurmak için ne yapabiliriz?,"Dijital yaşamda mahremiyetinizi en iyi şekilde nasıl korursunuz? İnternet izleme çağında, bilgilerinizi gerçekten güvende tutmanın bir yolu var mı? İşte detaylar..."
Bilim Teknoloji,Twitter'a video oynatma hızı özelliği geliyor,"Twitter, kullanıcıların uygulamadaki hem video hem de sesli tweet'lerin oynatma hızını kontrol etmelerini sağlayacak, Android ve web üzerinde yeni bir test başlattı."
Bilim Teknoloji,"Gözlük sanal, etki gerçek","Oyun konsolları, simülasyonlar, Metaverse… Teknoloji çeşitlendikçe sanal gerçeklik gözlükleri de kullanım alanını gittikçe genişletiyor. Peki, bu gözlüklerin sağlığımıza etkileri var mı? Birlikte bakalım."
Bilim Teknoloji,NASA SpaceX'ten endişeli: Uzay görevleri engellenebilir,"Ulusal Havacılık ve Uzay Dairesi (NASA), SpaceX'in Starlink için yaklaşık 30 bin uydu yerleştirme planıyla ilgili endişelerini dile getirdi."
Bilim Teknoloji,Bilim insanları nükleer füzyon teknolojisi alanında rekor kırdı,Oxford'daki bilim insanları nükleer füzyonu uygulanabilir ve düşük karbonlu bir enerji kaynağı yapma arayışında “büyük bir dönüm noktasına” ulaştıklarını duyurdu.
Bilim Teknoloji,K+ füzeleri TSK'ya teslim edildi,"Türk Silahlı Kuvvetlerinin (TSK) ihtiyaçları doğrultusunda üretilen K+ füzeleri, Kara Kuvvetleri Komutanlığına teslim edildi."
Bilim Teknoloji,Starlink'e jeomanyetik darbe: 40 uydu parçalanacak,Elon Musk'ın Starlink şirketine ait olan ve 3 Şubat’ta fırlatılan 49 uydusundan 40’ının jeomanyetik bir fırtına tarafından yok edileceğini tahmin ediyor.
Bilim Teknoloji,Gökbilimciler uzay kirliliğini ortadan kaldırmak için harekete geçti,"Uluslararası Astronomi Birliği (IAU), gökbilimcileri birleştirmek ve yörüngeyi daha temiz hale getirmek için IAU Karanlık ve Sessiz Gökyüzünü Koruma Merkezi olarak adlandırılan yeni bir merkez kurdu."
Bilim Teknoloji,"Selçuk Bayraktar: TEKNOFEST, Türkiye'nin sınırlarını aştı","Baykar Teknoloji Lideri Bayraktar, Azerbaycan'da Türkiye mezunları ile bir araya gelerek Milli Teknoloji Hamlesini anlattı. Bayraktar, Bayraktar TB2 ve diğer insansız araçların teknolojilerinin Azerbaycan'da geliştirme çalışmaları olduğunu söyledi."
Bilim Teknoloji,Hyperloop projeleri TEKNOFEST'te yarışacak,"TEKNOFEST Havacılık, Uzay ve Teknoloji Festivali kapsamında bu yıl ilk defa düzenlenecek olan Hyperloop Geliştirme Yarışması için başvurular başladı."
Bilim Teknoloji,TUA Başkanı Yıldırım: Türkiye'nin Ay'a göndereceği insansız uzay aracı imalat aşamasında,"Türkiye Uzay Ajansı (TUA) Başkanı Serdar Hüseyin Yıldırım, ""Bizi 2 sene içinde Ay'a götürecek insansız araç imalat safhasında, yani TÜBİTAK Uzay Enstitüsüne ajans olarak bu görevi verdik."" dedi."
Bilim Teknoloji,Avrupa’dan Meta’nın tehdidine cevap: Facebook olmadan iyiyiz,"Almanya ve Fransa'nın Maliye Bakanları, Mark Zuckerberg'in Instagram ve Facebook'u kapatma tehdidine cevap verdi."
Bilim Teknoloji,"Bakan Karaismailoğlu'ndan ""Güvenli İnternet Hizmeti"" kullanma çağrısı","Ulaştırma ve Altyapı Bakanı Karaismailoğlu, sosyal medyanın bilinçli ve güvenli kullanılmasına dikkat çekerek, ""Güvenli İnternet Hizmeti'nin özellikle bu noktada fayda sağlayacağına inanıyor, vatandaşımızı bu hizmeti kullanmaya davet ediyoruz"" dedi."
Bilim Teknoloji,Azerbaycan'da TEKNOFEST heyecanı,"Türkiye sınırlarını aşarak dünyaya açılan TEKNOFEST, Azerbaycanlıları heyecanlandırıyor. 26-29 Mayıs'ta Azerbaycan'da düzenlenecek 'ayakları yere basmayan festival' için Selçuk Bayraktar, ""Şimdi TEKNOFEST biraz daha kendini kanıtlayarak geliyor"" dedi"
Bilim Teknoloji,Yerli üretim kontrol botu göreve başladı,"Sahil Güvenlik Komutanlığı için üretilen Kontrol Bot-5, Türkiye-Yunanistan deniz sınırında göreve başladı."
Bilim Teknoloji,Araştırma: Dünyadaki kıyı bölgeleri tehlike altında,"Avustralya'da yapılan bir araştırma, kıyı bölgelerindeki insan tahribatının boyutunu ortaya koydu. Araştırmaya göre, son 9 yılda dünya genelinde kıyı bölgelerinin yalnızca yüzde 15'i bozulmadan kaldı."
Bilim Teknoloji,KVKK'dan veri ihlali nedeniyle Yemeksepeti'ne 1 milyon 900 bin lira ceza,"Kişisel Verileri Koruma Kurulu (KVKK), müşteri bilgilerinin çalındığı ileri sürülen ""Yemeksepeti""ne veri ihlali nedeniyle 1 milyon 900 bin lira idari para cezası uygulanmasına karar verdi."
Bilim Teknoloji,EGM'ye 10 KIRAÇ daha teslim edildi,Emniyet Genel Müdürlüğüne (EGM) 10 adet KIRAÇ Yeni Nesil Kriminal İnceleme Aracı daha teslim edildi.
DOSYA HABER,Yapay zeka ile muharebelerin süresi kısalıyor,"Yeni nesil savaşların anahtarı yapay zeka teknolojisi... Hedef odaklı ve zayiatı önleyen araçlar, verilerin analizi ile tehditleri anlık olarak engelliyor, insan becerilerini aşarak muharebelerin süresini kısaltıyor..."
DOSYA HABER,TÜBİTAK'ın desteklediği projelerin 4'te 1'i yeşil kalkınma odaklı,"TÜBİTAK iklim krizi etkilerini en aza indirmek için, ürettiği ve desteklediği projeler ile yeşil teknolojilere odaklanan platformların artırılmasını hedefliyor."
ÖZEL HABER,Dijital tembellik: Beynin fişini bilgisayara taktık,"Ardı ardına gelişen arama motorları, insanoğlunun bilgiye ulaşma hızını artırdı. Tabii bilgiyi unutma hızını da… Bize sağladığı kolaylıklar arama motorlarına olan bağımlılığımızı artırdı. Peki, bu bağımlılık bizi nasıl etkiledi?"
Bilim Teknoloji,Meta'dan AB'ye Facebook ve Instagram'ı kapatma tehdidi,"Meta Avrupalıları, veri paylaşım faaliyetlerini yürütmelerine izin vermemeleri durumunda Facebook ve Instagram'ın bu ülkelerde faaliyetlerini durduracağı konusunda uyardı."
Bilim Teknoloji,Samanyolu Galaksisi'nde ilk kez gezgin bir kara delik keşfedildi,"ABD'nin Uzay Teleskobu Bilim Enstitüsü'nden gökbilimciler, galaksimizde ilk kez gezgin bir kara delik keşfedildiğini duyurdu."
Bilim Teknoloji,Rusya'dan Metaverse uyarısı: Yasa dışı faaliyetlere imkan sağlayabilir,"Rusya'da kitle iletişim araçlarını izlemekten sorumlu federal kurum olan Roskomnadzor Bilimsel Teknik Merkezi, Metaverse ile ilgili bir uyarı yayınladı. Roskomnadzor'a göre Metaverse yasa dışı faaliyetlere olanak sağlayabilir."
Bilim Teknoloji,Ürün tanıtımını tavsiye gibi sunan fenomene 114 bin lira ceza,"Bir sosyal medya fenomeni, “ürün tanıtımı” açıklamasında bulunmadan, örtülü reklam yaptığı için 114 bin lira para cezasına çarptırıldı. Reklam Kurulu, tüketicilere yönelik yanlış yönlendirmeyi affetmedi."
Bilim Teknoloji,Çin'in robot köpeği: Panda-5,"Robotlar artık hayatın birçok alanında yer ediniyor. TRT Haber, robot köpek Panda-5’in üretildiği Pekin’de olimpiyat için kurulan stantta görüntüledi."
Bilim Teknoloji,Yerli yazılım sektörüne 'ücretsiz okul' desteği,"Türkiye Açık Kaynak Platformu, 42 İstanbul Yazılım Okulunda öğrencilere ücretsiz yazılım öğrenme fırsatı sunuyor. Okul, ülkenin yerli ve milli yazılım sektörünün gelişmesine katkıda bulunmayı hedefliyor."
